census_year,census_block_total_population,hispanic_latino_pop,hispanic%,hispanic_group_AVG%,white_pop,white%,white_group_AVG%,black_or_african_american_pop,black%,black_group_AVG%,american_indian_alaska_native_pop,amerindian%,amerindian_group_AVG%,asian_overall_pop,asian%,asian_group_AVERAGE%,native_hawaiian_pacific_islander_pop,nativehawaiipi%,nativehawaiipi_group_AVERAGE%,some_other_race_pop,other%,other_group_AVG%,two_or_more_races_pop,two_or_more%,two_or_more_group_AVERAGE%,state,county,census_tract,census_tract_name,census_block_group,census_block__group_name,census_block,census_block_name,tract_group,tract_group_block,latitude,longitude,geoid,source
2020,83,7,8%,10%,50,60%,59%,2,2%,5%,,0%,0.20%,16,19%,14%,,0%,0.10%,,0%,1.50%,8,10%,10%,51,59,492000,Census Tract 492000,3,3,3007,Census Block 3007,492000/3,Census Tract 492000/Block Group 3/Census Block 3007,38.7976318,-77.3314444,5.16E+13,U.S. Census
2020,84,9,11%,9%,20,24%,21%,4,5%,7%,,0%,0.20%,39,46%,57%,,0%,0.20%,2,2%,0.60%,10,12%,6%,51,59,491501,Census Tract 491501,1,1,1004,Census Block 1004,491501/1,Census Tract 491501/Block Group 1/Census Block 1004,38.8471852,-77.4219779,5.16E+13,U.S. Census
2020,85,3,4%,9%,10,12%,21%,3,4%,7%,1,1%,0.20%,64,75%,57%,,0%,0.20%,2,2%,0.60%,2,2%,6%,51,59,491501,Census Tract 491501,3,3,3015,Census Block 3015,491501/3,Census Tract 491501/Block Group 3/Census Block 3015,38.8447161,-77.4127283,5.16E+13,U.S. Census
2020,85,6,7%,8%,20,24%,29%,13,15%,6%,,0%,0.00%,42,49%,50%,,0%,0.00%,,0%,0.90%,4,5%,6%,51,59,491705,Census Tract 491705,1,1,1014,Census Block 1014,491705/1,Census Tract 491705/Block Group 1/Census Block 1014,38.8455734,-77.3774638,5.16E+13,U.S. Census
2020,85,7,8%,11%,43,51%,54%,4,5%,4%,,0%,0.10%,25,29%,23%,,0%,0.20%,,0%,0.80%,6,7%,7%,51,59,491803,Census Tract 491803,2,2,2008,Census Block 2008,491803/2,Census Tract 491803/Block Group 2/Census Block 2008,38.8723696,-77.4016042,5.16E+13,U.S. Census
2020,86,2,2%,8%,18,21%,29%,4,5%,6%,,0%,0.00%,60,70%,50%,,0%,0.00%,,0%,0.90%,2,2%,6%,51,59,491705,Census Tract 491705,1,1,1018,Census Block 1018,491705/1,Census Tract 491705/Block Group 1/Census Block 1018,38.8423565,-77.3917598,5.16E+13,U.S. Census
2020,87,4,5%,9%,6,7%,21%,1,1%,7%,,0%,0.20%,72,83%,57%,,0%,0.20%,1,1%,0.60%,3,3%,6%,51,59,491501,Census Tract 491501,3,3,3010,Census Block 3010,491501/3,Census Tract 491501/Block Group 3/Census Block 3010,38.8459874,-77.4113686,5.16E+13,U.S. Census
2020,87,2,2%,9%,9,10%,21%,8,9%,7%,3,3%,0.20%,65,75%,57%,,0%,0.20%,,0%,0.60%,,0%,6%,51,59,491501,Census Tract 491501,3,3,3024,Census Block 3024,491501/3,Census Tract 491501/Block Group 3/Census Block 3024,38.8435485,-77.4124801,5.16E+13,U.S. Census
2020,87,5,6%,11%,45,52%,55%,6,7%,7%,,0%,0.10%,26,30%,19%,,0%,0.00%,,0%,1.30%,5,6%,7%,51,59,491802,Census Tract 491802,2,2,2016,Census Block 2016,491802/2,Census Tract 491802/Block Group 2/Census Block 2016,38.8655581,-77.4003604,5.16E+13,U.S. Census
2020,88,20,23%,23%,41,47%,29%,,0%,9%,,0%,0.20%,13,15%,33%,,0%,0.20%,3,3%,1.00%,11,13%,6%,51,59,491601,Census Tract 491601,3,3,3006,Census Block 3006,491601/3,Census Tract 491601/Block Group 3/Census Block 3006,38.873571,-77.4245174,5.16E+13,U.S. Census
2020,88,29,33%,28%,18,20%,32%,2,2%,5%,,0%,0.00%,32,36%,29%,,0%,0.00%,2,2%,1.10%,5,6%,4%,51,59,491602,Census Tract 491602,2,2,2012,Census Block 2012,491602/2,Census Tract 491602/Block Group 2/Census Block 2012,38.8794868,-77.4211999,5.16E+13,U.S. Census
2020,89,15,17%,9%,16,18%,21%,,0%,7%,,0%,0.20%,57,64%,57%,,0%,0.20%,1,1%,0.60%,,0%,6%,51,59,491501,Census Tract 491501,3,3,3009,Census Block 3009,491501/3,Census Tract 491501/Block Group 3/Census Block 3009,38.8449478,-77.4115456,5.16E+13,U.S. Census
2020,91,30,33%,28%,31,34%,32%,4,4%,5%,,0%,0.00%,20,22%,29%,,0%,0.00%,,0%,1.10%,6,7%,4%,51,59,491602,Census Tract 491602,2,2,2010,Census Block 2010,491602/2,Census Tract 491602/Block Group 2/Census Block 2010,38.8800463,-77.413676,5.16E+13,U.S. Census
2020,91,11,12%,11%,63,69%,54%,1,1%,4%,,0%,0.10%,9,10%,23%,,0%,0.20%,,0%,0.80%,7,8%,7%,51,59,491803,Census Tract 491803,2,2,2020,Census Block 2020,491803/2,Census Tract 491803/Block Group 2/Census Block 2020,38.8716383,-77.3990544,5.16E+13,U.S. Census
2020,91,7,8%,10%,71,78%,59%,2,2%,5%,,0%,0.20%,4,4%,14%,,0%,0.10%,,0%,1.50%,7,8%,10%,51,59,492000,Census Tract 492000,2,2,2035,Census Block 2035,492000/2,Census Tract 492000/Block Group 2/Census Block 2035,38.8034176,-77.3666606,5.16E+13,U.S. Census
2020,92,10,11%,9%,17,18%,21%,3,3%,7%,,0%,0.20%,57,62%,57%,,0%,0.20%,1,1%,0.60%,4,4%,6%,51,59,491501,Census Tract 491501,3,3,3016,Census Block 3016,491501/3,Census Tract 491501/Block Group 3/Census Block 3016,38.845558,-77.412024,5.16E+13,U.S. Census
2020,92,1,1%,9%,79,86%,69%,,0%,1%,1,1%,0.90%,4,4%,12%,,0%,0.30%,,0%,0.70%,7,8%,7%,51,59,492500,Census Tract 492500,2,2,2033,Census Block 2033,492500/2,Census Tract 492500/Block Group 2/Census Block 2033,38.7615136,-77.3735236,5.16E+13,U.S. Census
2020,93,2,2%,8%,23,25%,29%,1,1%,6%,,0%,0.00%,63,68%,50%,,0%,0.00%,,0%,0.90%,4,4%,6%,51,59,491705,Census Tract 491705,1,1,1025,Census Block 1025,491705/1,Census Tract 491705/Block Group 1/Census Block 1025,38.8460964,-77.4034209,5.16E+13,U.S. Census
2020,94,9,10%,9%,22,23%,21%,2,2%,7%,,0%,0.20%,52,55%,57%,,0%,0.20%,,0%,0.60%,9,10%,6%,51,59,491501,Census Tract 491501,1,1,1019,Census Block 1019,491501/1,Census Tract 491501/Block Group 1/Census Block 1019,38.8426771,-77.4272026,5.16E+13,U.S. Census
2020,95,15,16%,11%,59,62%,55%,3,3%,7%,,0%,0.10%,17,18%,19%,,0%,0.00%,,0%,1.30%,1,1%,7%,51,59,491802,Census Tract 491802,2,2,2017,Census Block 2017,491802/2,Census Tract 491802/Block Group 2/Census Block 2017,38.8632753,-77.4020312,5.16E+13,U.S. Census
2020,96,7,7%,11%,26,27%,55%,11,11%,7%,,0%,0.10%,48,50%,19%,,0%,0.00%,1,1%,1.30%,3,3%,7%,51,59,491802,Census Tract 491802,1,1,1008,Census Block 1008,491802/1,Census Tract 491802/Block Group 1/Census Block 1008,38.8617308,-77.396287,5.16E+13,U.S. Census
2020,96,13,14%,11%,52,54%,54%,4,4%,4%,,0%,0.10%,14,15%,23%,,0%,0.20%,4,4%,0.80%,9,9%,7%,51,59,491803,Census Tract 491803,1,1,1003,Census Block 1003,491803/1,Census Tract 491803/Block Group 1/Census Block 1003,38.8783206,-77.4004045,5.16E+13,U.S. Census
2020,96,7,7%,11%,54,56%,54%,4,4%,4%,,0%,0.10%,23,24%,23%,,0%,0.20%,2,2%,0.80%,6,6%,7%,51,59,491803,Census Tract 491803,2,2,2013,Census Block 2013,491803/2,Census Tract 491803/Block Group 2/Census Block 2013,38.8692004,-77.39979,5.16E+13,U.S. Census
2020,96,6,6%,11%,48,50%,54%,7,7%,4%,,0%,0.10%,32,33%,23%,,0%,0.20%,3,3%,0.80%,,0%,7%,51,59,491803,Census Tract 491803,3,3,3002,Census Block 3002,491803/3,Census Tract 491803/Block Group 3/Census Block 3002,38.8723009,-77.3907915,5.16E+13,U.S. Census
2020,97,23,24%,37%,30,31%,20%,6,6%,11%,,0%,0.00%,34,35%,26%,1,1%,0.30%,1,1%,1.30%,2,2%,5%,51,59,461902,Census Tract 461902,1,1,1006,Census Block 1006,461902/1,Census Tract 461902/Block Group 1/Census Block 1006,38.8648408,-77.3066669,5.16E+13,U.S. Census
2020,98,7,7%,23%,25,26%,29%,8,8%,9%,,0%,0.20%,47,48%,33%,,0%,0.20%,4,4%,1.00%,7,7%,6%,51,59,491601,Census Tract 491601,2,2,2001,Census Block 2001,491601/2,Census Tract 491601/Block Group 2/Census Block 2001,38.8888142,-77.4288558,5.16E+13,U.S. Census
2020,98,36,37%,28%,28,29%,32%,3,3%,5%,,0%,0.00%,28,29%,29%,,0%,0.00%,3,3%,1.10%,,0%,4%,51,59,491602,Census Tract 491602,2,2,2004,Census Block 2004,491602/2,Census Tract 491602/Block Group 2/Census Block 2004,38.8816575,-77.4181238,5.16E+13,U.S. Census
2020,98,13,13%,12%,46,47%,43%,10,10%,9%,,0%,0.00%,22,22%,25%,,0%,0.10%,,0%,0.40%,7,7%,11%,51,59,491701,Census Tract 491701,2,2,2003,Census Block 2003,491701/2,Census Tract 491701/Block Group 2/Census Block 2003,38.8613523,-77.3718423,5.16E+13,U.S. Census
2020,98,19,19%,15%,36,37%,32%,1,1%,11%,,0%,0.20%,24,24%,30%,,0%,0.70%,4,4%,0.50%,14,14%,10%,51,59,491704,Census Tract 491704,3,3,3004,Census Block 3004,491704/3,Census Tract 491704/Block Group 3/Census Block 3004,38.8496151,-77.3582632,5.16E+13,U.S. Census
2020,98,5,5%,11%,56,57%,54%,1,1%,4%,,0%,0.10%,30,31%,23%,,0%,0.20%,,0%,0.80%,6,6%,7%,51,59,491803,Census Tract 491803,2,2,2001,Census Block 2001,491803/2,Census Tract 491803/Block Group 2/Census Block 2001,38.8739409,-77.4025138,5.16E+13,U.S. Census
2020,98,4,4%,11%,66,67%,54%,4,4%,4%,,0%,0.10%,18,18%,23%,,0%,0.20%,,0%,0.80%,6,6%,7%,51,59,491803,Census Tract 491803,3,3,3012,Census Block 3012,491803/3,Census Tract 491803/Block Group 3/Census Block 3012,38.8742739,-77.3939226,5.16E+13,U.S. Census
2020,98,12,12%,10%,56,57%,59%,,0%,5%,,0%,0.20%,8,8%,14%,,0%,0.10%,2,2%,1.50%,20,20%,10%,51,59,492000,Census Tract 492000,3,3,3006,Census Block 3006,492000/3,Census Tract 492000/Block Group 3/Census Block 3006,38.7945244,-77.3311469,5.16E+13,U.S. Census
2020,99,34,34%,28%,8,8%,32%,2,2%,5%,,0%,0.00%,46,46%,29%,,0%,0.00%,2,2%,1.10%,7,7%,4%,51,59,491602,Census Tract 491602,1,1,1004,Census Block 1004,491602/1,Census Tract 491602/Block Group 1/Census Block 1004,38.8844665,-77.4182449,5.16E+13,U.S. Census
2020,99,1,1%,9%,87,88%,69%,,0%,1%,1,1%,0.90%,7,7%,12%,,0%,0.30%,,0%,0.70%,3,3%,7%,51,59,492500,Census Tract 492500,2,2,2061,Census Block 2061,492500/2,Census Tract 492500/Block Group 2/Census Block 2061,38.7272554,-77.3707356,5.16E+13,U.S. Census
2020,100,10,10%,11%,48,48%,54%,1,1%,4%,,0%,0.10%,28,28%,23%,,0%,0.20%,1,1%,0.80%,12,12%,7%,51,59,491803,Census Tract 491803,2,2,2006,Census Block 2006,491803/2,Census Tract 491803/Block Group 2/Census Block 2006,38.8725264,-77.4050239,5.16E+13,U.S. Census
2020,101,5,5%,10%,94,93%,59%,,0%,5%,,0%,0.20%,1,1%,14%,,0%,0.10%,,0%,1.50%,1,1%,10%,51,59,492000,Census Tract 492000,3,3,3029,Census Block 3029,492000/3,Census Tract 492000/Block Group 3/Census Block 3029,38.7899604,-77.3380824,5.16E+13,U.S. Census
2020,102,32,31%,37%,13,13%,20%,13,13%,11%,,0%,0.00%,26,25%,26%,,0%,0.30%,3,3%,1.30%,15,15%,5%,51,59,461902,Census Tract 461902,1,1,1005,Census Block 1005,461902/1,Census Tract 461902/Block Group 1/Census Block 1005,38.8643952,-77.306416,5.16E+13,U.S. Census
2020,102,19,19%,12%,34,33%,43%,8,8%,9%,,0%,0.00%,20,20%,25%,,0%,0.10%,,0%,0.40%,21,21%,11%,51,59,491701,Census Tract 491701,1,1,1012,Census Block 1012,491701/1,Census Tract 491701/Block Group 1/Census Block 1012,38.8593775,-77.3744928,5.16E+13,U.S. Census
2020,102,10,10%,11%,46,45%,55%,3,3%,7%,,0%,0.10%,33,32%,19%,,0%,0.00%,4,4%,1.30%,6,6%,7%,51,59,491802,Census Tract 491802,1,1,1001,Census Block 1001,491802/1,Census Tract 491802/Block Group 1/Census Block 1001,38.8626813,-77.3887051,5.16E+13,U.S. Census
2020,103,14,14%,9%,23,22%,21%,,0%,7%,,0%,0.20%,65,63%,57%,,0%,0.20%,,0%,0.60%,1,1%,6%,51,59,491501,Census Tract 491501,1,1,1006,Census Block 1006,491501/1,Census Tract 491501/Block Group 1/Census Block 1006,38.8465421,-77.4239314,5.16E+13,U.S. Census
2020,103,24,23%,28%,55,53%,32%,5,5%,5%,,0%,0.00%,14,14%,29%,,0%,0.00%,,0%,1.10%,5,5%,4%,51,59,491602,Census Tract 491602,2,2,2006,Census Block 2006,491602/2,Census Tract 491602/Block Group 2/Census Block 2006,38.8830139,-77.413177,5.16E+13,U.S. Census
2020,104,13,13%,10%,83,80%,59%,5,5%,5%,,0%,0.20%,0,0%,14%,,0%,0.10%,,0%,1.50%,3,3%,10%,51,59,492000,Census Tract 492000,2,2,2037,Census Block 2037,492000/2,Census Tract 492000/Block Group 2/Census Block 2037,38.8056167,-77.3695068,5.16E+13,U.S. Census
2020,105,11,10%,16%,50,48%,42%,1,1%,14%,,0%,0.20%,35,33%,20%,2,2%,0.10%,4,4%,1.70%,2,2%,6%,51,59,491703,Census Tract 491703,2,2,2001,Census Block 2001,491703/2,Census Tract 491703/Block Group 2/Census Block 2001,38.8542864,-77.3483541,5.16E+13,U.S. Census
2020,105,7,7%,11%,60,57%,54%,,0%,4%,,0%,0.10%,24,23%,23%,,0%,0.20%,6,6%,0.80%,8,8%,7%,51,59,491803,Census Tract 491803,2,2,2014,Census Block 2014,491803/2,Census Tract 491803/Block Group 2/Census Block 2014,38.8700896,-77.4043964,5.16E+13,U.S. Census
2020,105,18,17%,9%,54,51%,69%,,0%,1%,,0%,0.90%,26,25%,12%,,0%,0.30%,,0%,0.70%,7,7%,7%,51,59,492500,Census Tract 492500,1,1,1027,Census Block 1027,492500/1,Census Tract 492500/Block Group 1/Census Block 1027,38.8145063,-77.3800089,5.16E+13,U.S. Census
2020,105,,0%,9%,92,88%,69%,,0%,1%,,0%,0.90%,6,6%,12%,,0%,0.30%,,0%,0.70%,7,7%,7%,51,59,492500,Census Tract 492500,1,1,1044,Census Block 1044,492500/1,Census Tract 492500/Block Group 1/Census Block 1044,38.7875511,-77.3710039,5.16E+13,U.S. Census
2020,106,8,8%,16%,51,48%,42%,7,7%,14%,,0%,0.20%,37,35%,20%,,0%,0.10%,1,1%,1.70%,2,2%,6%,51,59,491703,Census Tract 491703,2,2,2012,Census Block 2012,491703/2,Census Tract 491703/Block Group 2/Census Block 2012,38.8525952,-77.3524901,5.16E+13,U.S. Census
2020,106,14,13%,8%,61,58%,29%,4,4%,6%,,0%,0.00%,18,17%,50%,,0%,0.00%,,0%,0.90%,9,8%,6%,51,59,491705,Census Tract 491705,1,1,1016,Census Block 1016,491705/1,Census Tract 491705/Block Group 1/Census Block 1016,38.8447866,-77.3870486,5.16E+13,U.S. Census
2020,107,14,13%,11%,72,67%,54%,,0%,4%,,0%,0.10%,10,9%,23%,,0%,0.20%,,0%,0.80%,11,10%,7%,51,59,491803,Census Tract 491803,3,3,3005,Census Block 3005,491803/3,Census Tract 491803/Block Group 3/Census Block 3005,38.8713297,-77.3878778,5.16E+13,U.S. Census
2020,108,6,6%,11%,82,76%,54%,,0%,4%,,0%,0.10%,15,14%,23%,,0%,0.20%,,0%,0.80%,5,5%,7%,51,59,491803,Census Tract 491803,2,2,2007,Census Block 2007,491803/2,Census Tract 491803/Block Group 2/Census Block 2007,38.8718346,-77.4027293,5.16E+13,U.S. Census
2020,109,12,11%,15%,55,50%,32%,14,13%,11%,1,1%,0.20%,19,17%,30%,,0%,0.70%,,0%,0.50%,8,7%,10%,51,59,491704,Census Tract 491704,1,1,1001,Census Block 1001,491704/1,Census Tract 491704/Block Group 1/Census Block 1001,38.8569862,-77.3679473,5.16E+13,U.S. Census
2020,109,23,21%,15%,45,41%,32%,7,6%,11%,,0%,0.20%,16,15%,30%,2,2%,0.70%,,0%,0.50%,16,15%,10%,51,59,491704,Census Tract 491704,3,3,3001,Census Block 3001,491704/3,Census Tract 491704/Block Group 3/Census Block 3001,38.8516408,-77.3596977,5.16E+13,U.S. Census
2020,109,2,2%,9%,105,96%,69%,,0%,1%,,0%,0.90%,0,0%,12%,,0%,0.30%,,0%,0.70%,2,2%,7%,51,59,492500,Census Tract 492500,2,2,2002,Census Block 2002,492500/2,Census Tract 492500/Block Group 2/Census Block 2002,38.7872701,-77.3949078,5.16E+13,U.S. Census
2020,110,4,4%,9%,5,5%,21%,5,5%,7%,,0%,0.20%,91,83%,57%,,0%,0.20%,,0%,0.60%,5,5%,6%,51,59,491501,Census Tract 491501,1,1,1012,Census Block 1012,491501/1,Census Tract 491501/Block Group 1/Census Block 1012,38.8426899,-77.4170219,5.16E+13,U.S. Census
2020,110,7,6%,7%,73,66%,45%,3,3%,4%,,0%,0.30%,19,17%,37%,,0%,0.10%,,0%,1.60%,8,7%,5%,51,59,491502,Census Tract 491502,1,1,1004,Census Block 1004,491502/1,Census Tract 491502/Block Group 1/Census Block 1004,38.8665779,-77.4154985,5.16E+13,U.S. Census
2020,110,19,17%,12%,27,25%,43%,8,7%,9%,,0%,0.00%,39,35%,25%,,0%,0.10%,,0%,0.40%,17,15%,11%,51,59,491701,Census Tract 491701,2,2,2005,Census Block 2005,491701/2,Census Tract 491701/Block Group 2/Census Block 2005,38.8636395,-77.3761081,5.16E+13,U.S. Census
2020,110,10,9%,11%,62,56%,54%,7,6%,4%,,0%,0.10%,22,20%,23%,,0%,0.20%,,0%,0.80%,9,8%,7%,51,59,491803,Census Tract 491803,2,2,2018,Census Block 2018,491803/2,Census Tract 491803/Block Group 2/Census Block 2018,38.8689337,-77.403013,5.16E+13,U.S. Census
2020,111,7,6%,11%,54,49%,54%,,0%,4%,,0%,0.10%,37,33%,23%,,0%,0.20%,,0%,0.80%,13,12%,7%,51,59,491803,Census Tract 491803,1,1,1013,Census Block 1013,491803/1,Census Tract 491803/Block Group 1/Census Block 1013,38.8764884,-77.4007873,5.16E+13,U.S. Census
2020,113,14,12%,15%,47,42%,32%,16,14%,11%,,0%,0.20%,32,28%,30%,,0%,0.70%,,0%,0.50%,4,4%,10%,51,59,491704,Census Tract 491704,1,1,1003,Census Block 1003,491704/1,Census Tract 491704/Block Group 1/Census Block 1003,38.8572348,-77.3646098,5.16E+13,U.S. Census
2020,113,3,3%,8%,41,36%,29%,9,8%,6%,,0%,0.00%,36,32%,50%,,0%,0.00%,8,7%,0.90%,16,14%,6%,51,59,491705,Census Tract 491705,1,1,1010,Census Block 1010,491705/1,Census Tract 491705/Block Group 1/Census Block 1010,38.8482713,-77.394859,5.16E+13,U.S. Census
2020,114,19,17%,28%,53,46%,32%,6,5%,5%,,0%,0.00%,33,29%,29%,,0%,0.00%,,0%,1.10%,3,3%,4%,51,59,491602,Census Tract 491602,2,2,2008,Census Block 2008,491602/2,Census Tract 491602/Block Group 2/Census Block 2008,38.8806129,-77.4149691,5.16E+13,U.S. Census
2020,114,6,5%,9%,94,82%,69%,1,1%,1%,,0%,0.90%,9,8%,12%,,0%,0.30%,,0%,0.70%,4,4%,7%,51,59,492500,Census Tract 492500,1,1,1028,Census Block 1028,492500/1,Census Tract 492500/Block Group 1/Census Block 1028,38.7903305,-77.4299696,5.16E+13,U.S. Census
2020,115,16,14%,13%,27,23%,36%,5,4%,11%,,0%,0.10%,60,52%,31%,,0%,0.00%,1,1%,1.30%,6,5%,8%,51,59,491707,Census Tract 491707,1,1,1017,Census Block 1017,491707/1,Census Tract 491707/Block Group 1/Census Block 1017,38.8671838,-77.3771562,5.16E+13,U.S. Census
2020,115,16,14%,15%,72,63%,40%,1,1%,9%,,0%,0.00%,19,17%,24%,,0%,0.70%,1,1%,1.80%,6,5%,9%,51,59,491801,Census Tract 491801,1,1,1007,Census Block 1007,491801/1,Census Tract 491801/Block Group 1/Census Block 1007,38.8604528,-77.3993399,5.16E+13,U.S. Census
2020,115,2,2%,9%,85,74%,69%,5,4%,1%,,0%,0.90%,21,18%,12%,,0%,0.30%,,0%,0.70%,2,2%,7%,51,59,492500,Census Tract 492500,2,2,2012,Census Block 2012,492500/2,Census Tract 492500/Block Group 2/Census Block 2012,38.7794267,-77.4086735,5.16E+13,U.S. Census
2020,115,3,3%,9%,110,96%,69%,,0%,1%,,0%,0.90%,0,0%,12%,,0%,0.30%,,0%,0.70%,2,2%,7%,51,59,492500,Census Tract 492500,2,2,2030,Census Block 2030,492500/2,Census Tract 492500/Block Group 2/Census Block 2030,38.776686,-77.3766389,5.16E+13,U.S. Census
2020,116,11,9%,9%,87,75%,69%,5,4%,1%,,0%,0.90%,8,7%,12%,,0%,0.30%,,0%,0.70%,5,4%,7%,51,59,492500,Census Tract 492500,1,1,1030,Census Block 1030,492500/1,Census Tract 492500/Block Group 1/Census Block 1030,38.7807778,-77.4215989,5.16E+13,U.S. Census
2020,117,6,5%,8%,19,16%,29%,7,6%,6%,,0%,0.00%,70,60%,50%,,0%,0.00%,5,4%,0.90%,10,9%,6%,51,59,491705,Census Tract 491705,1,1,1027,Census Block 1027,491705/1,Census Tract 491705/Block Group 1/Census Block 1027,38.8432014,-77.405344,5.16E+13,U.S. Census
2020,118,5,4%,10%,86,73%,59%,,0%,5%,,0%,0.20%,15,13%,14%,,0%,0.10%,,0%,1.50%,12,10%,10%,51,59,492000,Census Tract 492000,2,2,2000,Census Block 2000,492000/2,Census Tract 492000/Block Group 2/Census Block 2000,38.816272,-77.3418146,5.16E+13,U.S. Census
2020,119,25,21%,23%,44,37%,29%,6,5%,9%,,0%,0.20%,25,21%,33%,2,2%,0.20%,3,3%,1.00%,14,12%,6%,51,59,491601,Census Tract 491601,3,3,3004,Census Block 3004,491601/3,Census Tract 491601/Block Group 3/Census Block 3004,38.874216,-77.426256,5.16E+13,U.S. Census
2020,120,50,42%,29%,48,40%,37%,11,9%,9%,2,2%,0.20%,6,5%,17%,,0%,0.00%,,0%,0.60%,3,3%,7%,51,59,491202,Census Tract 491202,1,1,1008,Census Block 1008,491202/1,Census Tract 491202/Block Group 1/Census Block 1008,38.8430612,-77.4342736,5.16E+13,U.S. Census
2020,120,6,5%,9%,18,15%,21%,1,1%,7%,,0%,0.20%,88,73%,57%,,0%,0.20%,,0%,0.60%,7,6%,6%,51,59,491501,Census Tract 491501,2,2,2002,Census Block 2002,491501/2,Census Tract 491501/Block Group 2/Census Block 2002,38.8449002,-77.4145248,5.16E+13,U.S. Census
2020,120,14,12%,15%,67,56%,40%,8,7%,9%,,0%,0.00%,29,24%,24%,,0%,0.70%,,0%,1.80%,2,2%,9%,51,59,491801,Census Tract 491801,1,1,1008,Census Block 1008,491801/1,Census Tract 491801/Block Group 1/Census Block 1008,38.8590995,-77.3988305,5.16E+13,U.S. Census
2020,122,8,7%,7%,61,50%,45%,3,2%,4%,5,4%,0.30%,39,32%,37%,,0%,0.10%,,0%,1.60%,6,5%,5%,51,59,491502,Census Tract 491502,1,1,1009,Census Block 1009,491502/1,Census Tract 491502/Block Group 1/Census Block 1009,38.8694554,-77.427333,5.16E+13,U.S. Census
2020,122,10,8%,14%,45,37%,43%,24,20%,11%,,0%,0.10%,25,20%,22%,,0%,0.00%,4,3%,1.30%,14,11%,9%,51,59,491706,Census Tract 491706,2,2,2002,Census Block 2002,491706/2,Census Tract 491706/Block Group 2/Census Block 2002,38.861206,-77.364652,5.16E+13,U.S. Census
2020,123,66,54%,28%,11,9%,32%,3,2%,5%,,0%,0.00%,39,32%,29%,,0%,0.00%,1,1%,1.10%,3,2%,4%,51,59,491602,Census Tract 491602,1,1,1008,Census Block 1008,491602/1,Census Tract 491602/Block Group 1/Census Block 1008,38.8865219,-77.4215373,5.16E+13,U.S. Census
2020,124,2,2%,7%,66,53%,45%,,0%,4%,,0%,0.30%,45,36%,37%,2,2%,0.10%,2,2%,1.60%,7,6%,5%,51,59,491502,Census Tract 491502,1,1,1000,Census Block 1000,491502/1,Census Tract 491502/Block Group 1/Census Block 1000,38.8735309,-77.4107054,5.16E+13,U.S. Census
2020,126,34,27%,28%,53,42%,32%,5,4%,5%,,0%,0.00%,32,25%,29%,,0%,0.00%,,0%,1.10%,2,2%,4%,51,59,491602,Census Tract 491602,2,2,2016,Census Block 2016,491602/2,Census Tract 491602/Block Group 2/Census Block 2016,38.8756538,-77.420914,5.16E+13,U.S. Census
2020,126,14,11%,16%,61,48%,42%,29,23%,14%,,0%,0.20%,20,16%,20%,,0%,0.10%,,0%,1.70%,2,2%,6%,51,59,491703,Census Tract 491703,2,2,2016,Census Block 2016,491703/2,Census Tract 491703/Block Group 2/Census Block 2016,38.8515751,-77.3530881,5.16E+13,U.S. Census
2020,127,8,6%,12%,68,54%,43%,8,6%,9%,,0%,0.00%,32,25%,25%,,0%,0.10%,,0%,0.40%,11,9%,11%,51,59,491701,Census Tract 491701,3,3,3002,Census Block 3002,491701/3,Census Tract 491701/Block Group 3/Census Block 3002,38.8662273,-77.3739898,5.16E+13,U.S. Census
2020,127,20,16%,15%,67,53%,32%,22,17%,11%,,0%,0.20%,15,12%,30%,,0%,0.70%,,0%,0.50%,3,2%,10%,51,59,491704,Census Tract 491704,1,1,1002,Census Block 1002,491704/1,Census Tract 491704/Block Group 1/Census Block 1002,38.8561582,-77.3652,5.16E+13,U.S. Census
2020,127,12,9%,10%,96,76%,59%,2,2%,5%,,0%,0.20%,11,9%,14%,,0%,0.10%,4,3%,1.50%,2,2%,10%,51,59,492000,Census Tract 492000,1,1,1002,Census Block 1002,492000/1,Census Tract 492000/Block Group 1/Census Block 1002,38.8269223,-77.3210233,5.16E+13,U.S. Census
2020,127,,0%,9%,112,88%,69%,3,2%,1%,,0%,0.90%,11,9%,12%,,0%,0.30%,,0%,0.70%,1,1%,7%,51,59,492500,Census Tract 492500,2,2,2032,Census Block 2032,492500/2,Census Tract 492500/Block Group 2/Census Block 2032,38.7731982,-77.3667931,5.16E+13,U.S. Census
2020,128,11,9%,28%,54,42%,32%,10,8%,5%,,0%,0.00%,45,35%,29%,,0%,0.00%,2,2%,1.10%,6,5%,4%,51,59,491602,Census Tract 491602,1,1,1011,Census Block 1011,491602/1,Census Tract 491602/Block Group 1/Census Block 1011,38.8823525,-77.4278486,5.16E+13,U.S. Census
2020,128,12,9%,16%,59,46%,42%,14,11%,14%,,0%,0.20%,36,28%,20%,,0%,0.10%,2,2%,1.70%,5,4%,6%,51,59,491703,Census Tract 491703,2,2,2000,Census Block 2000,491703/2,Census Tract 491703/Block Group 2/Census Block 2000,38.85543,-77.3478567,5.16E+13,U.S. Census
2020,131,40,31%,28%,42,32%,32%,7,5%,5%,,0%,0.00%,38,29%,29%,,0%,0.00%,2,2%,1.10%,2,2%,4%,51,59,491602,Census Tract 491602,2,2,2009,Census Block 2009,491602/2,Census Tract 491602/Block Group 2/Census Block 2009,38.8802216,-77.4169906,5.16E+13,U.S. Census
